抓取时间,抓取时刻,订单号,安,非,赔,保,农,订单标题,金额(元）,年利率,期限（月）,还款方式,每月还款金额,进度,借款状态,剩余时间,结束时间,总投标数,浏览量,借款id,借入信用等级,借入信用分数,借出信用分数,成功次数,流标次数,身份认证,视频认证,学历认证,手机认证,借款目的,性别,年龄,婚姻状况,文化程度,住宅状况,是否购车,关于我,我想要使用这笔款项做什么,我的还款能力说明
2014/03/07,14:52:18,461927,0,0,0,0,0,【个人消费】投资游戏账号坐等升&#20540;,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时09分,,0,228,syvria,HR,10,10,0,0,0,0,0,0,个人消费,女,20,未婚,本科,与父母共住,没有,大二学生 女 希望能借到钱 网贷体验一下,投资游戏账号等一段时间后升值卖出,游戏主播兼职等 月入3000
2014/03/07,14:52:21,461928,0,0,0,0,0,【实体经营】增加项目、扩大经营,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时08分,,0,90,ssl911203,HR,10,10,0,0,0,0,0,0,实体经营,男,23,未婚,高中,自置无按揭,没有,我现在经营两个汽车美容装饰店，生意不错！,扩大经营规模、增加经营项目,现在日营业额6、7百，本人有信用卡三张
2014/03/07,14:52:23,461929,0,0,0,0,0,【实体经营】在另一商场开设第二分店,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时08分,,0,9330,peiwei12,HR,10,10,0,0,0,0,0,0,实体经营,男,26,未婚,中专,与父母共住,是,我是韶关本地人，经营运动品牌专卖店以三年多,主要用做开设分店铺货使用,释放库存促销活动等手段，可是需要时间
2014/03/07,14:52:29,461930,0,0,0,0,0,【实体经营】想把店面扩大，，,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时11分,,0,10278,duxiang006488,HR,10,10,0,0,0,0,0,0,实体经营,男,24,已婚,高中,与父母共住,没有,靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠靠,把店面扩大。。。。。。。。。,我现在有30万知产，，，，，，，，，，，，，，，，，，，，，
2014/03/07,14:52:33,461931,0,0,1,0,0,【实体经营】实体经营 增加信用额度,3000,13,6,等额本息，每月还款,519,100.00,借款成功,,2014/2/28,9,1470,yiyuanfeiyang,E,34,30,6,0,1,0,0,1,,,,,,,,7年实体公司 经营电子配件,增加信用额度 和公司流动性,7年实体公司 收入稳定
2014/03/07,14:54:14,461932,0,0,0,0,0,【实体经营】借款为了搞养殖，扩大规模,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时12分,,0,210,mawanxiang,HR,10,10,0,0,0,0,0,0,实体经营,男,27,已婚,初中及以下,自置无按揭,是,借款为了搞养殖，扩大养殖规模,借款为了搞养殖，扩大养殖规模,借款为了扩大养殖，养殖还贷
2014/03/07,14:54:18,461933,0,0,0,0,0,【实体经营】贷款用于生意资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时14分,,0,90,sunfreesky,HR,11,10,0,0,0,0,0,0,实体经营,男,27,已婚,大专,自置无按揭,是,本人87年生人，经营一家装饰公司。,各种原因，导致近期资金周转不灵。贷款周转。,由于工期搁置，4月开工拿到首付款便能还款
2014/03/07,14:54:21,461934,0,0,0,0,0,【网商经营】借款淘宝开网店 。需要缴纳押金。,3000,13,7,等额本息，每月还款,448,0.00,投标已结束,,2014/3/4,0,108,ai5257,E,34,30,0,1,0,1,0,1,,,,,,,,在公司朝九晚五工作。每月3000+工资！做够了想在淘宝上开个网店。,用作淘宝押金。消费者协议,每月3000+工资。
2014/03/07,14:54:24,461935,0,0,0,0,0,【个人消费】本人最近手头紧所以急需用钱。,3000,23,9,等额本息，每月还款,367,100.00,投标已结束,,2014/2/28,28,174,yxl8260446,HR,11,10,0,2,0,0,0,0,,,,,,,,本人23岁，已婚。夫妻双方均有稳定工作无不良嗜好。,前段时间刚买了车，所以最近手头有点紧，望绑住。,夫妻双方都有稳定收入，肯定能尽早还款的。
2014/03/07,14:54:26,461936,0,0,0,0,0,【个人消费】学校学习CAD需要电脑，保证按时还款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时13分,,0,144,zhou1994,HR,15,10,0,0,0,0,0,0,个人消费,男,20,未婚,大专,集体宿舍,没有,平时会做点兼职，暑假去做暑假工一定还清款,买电脑，做为快大三的学生，需要电脑学习CAD,现在在读书主要是靠父母和周末自己做的兼职，暑假去做暑假工保证还款
2014/03/07,14:54:29,461937,0,0,0,0,0,【累积信用】本人借款为了累积信用到期马上还款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时14分,,0,72,Z594480982,HR,10,10,0,0,0,0,0,0,累计信用,男,23,已婚,高中,自置无按揭,是,我多年从此电机行业，有稳定的收入,个人消费所用，也是为了更好的累积信用,本人收入稳定，年薪在10万左右
2014/03/07,14:54:32,461938,0,0,0,0,0,【累积信用】有借有还，我是上等人,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时14分,,0,114,2014baby,HR,15,26,0,2,0,0,0,0,累计信用,男,29,未婚,大专,与父母共住,是,私营业主经营时间6年。,累积信用，累积消费。,平均收入约15000元
2014/03/07,14:54:35,461939,0,0,0,0,0,【个人消费】我是结婚用途的基金,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时16分,,0,306,zhanglai187q,HR,10,10,0,0,0,0,0,0,个人消费,男,25,未婚,中专,租用,没有,我是从安徽来到上海的务工人员。。,我借款是用于结婚的。,我是在工地上工作我们都是年结每个月每个人有2000元生活费这样我有还款能力.
2014/03/07,14:54:46,461940,0,0,0,0,0,【个人消费】因为过年网购超标了，最近工资还没发放，小孩开学要报名，需借款,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时17分,,0,96,zaizai888,HR,15,10,0,0,0,0,0,0,个人消费,女,32,已婚,本科,自置无按揭,是,我在甘肃省平凉市华亭县煤业集团工作，是国家企业，我从事的是护士行业,给小孩开学报名用，过年开销超标了！,每月工资收入3000左右，有车，有房产
2014/03/07,14:54:50,461941,0,0,0,0,0,有借有还，再借不难,3000,22,3,等额本息，每月还款,1038,100.00,投标已结束,,2014/3/1,16,156,qq727946597,HR,18,10,0,3,1,0,0,0,,,,,,,,上次流标，因为公司电话坏了，实在遗憾,个人消费，累积信用，,本人收入稳定，底薪四千，有补贴，加提成.还款无忧...
2014/03/07,14:54:54,461942,0,0,0,0,0,【实体经营】资金流转，主要用于车辆的日常运输费用,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时17分,,0,180,aiguo777,HR,10,10,0,0,0,0,0,0,实体经营,男,39,已婚,大专,自置无按揭,是,本人个体经营者，从事汽车运输业，有两辆前四后八散装水泥罐车常年从事运输,因为合同规定付款期限，我想贷款做流动资金使用,两辆车正常运营，每月至少有1万多的纯利润，还款不需担心
2014/03/07,14:54:59,461943,0,0,0,0,0,【网贷体验】体验网贷，提高自身诚信度,3000,13,9,等额本息，每月还款,352,0.00,正在预审,8天02时18分,,0,108,sbyz,HR,13,10,0,1,0,0,0,0,网贷体验,男,22,未婚,大专,与父母共住,没有,我想体验网贷，提高自身诚信度,消费，我想体验网贷，提高自身诚信度,工作还款，我想体验网贷，提高自身诚信度
2014/03/07,14:55:02,461944,0,0,0,0,0,【个人消费】自己上班不方便想买一辆摩托,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时19分,,0,114,lijiangjiao6391,HR,10,10,0,0,0,0,0,0,个人消费,男,21,未婚,大专,集体宿舍,没有,我在黄河供水上班 普通上班人员,买摩托 工作地方离家很远,我每个月工资2400
2014/03/07,14:55:04,461945,0,0,0,0,0,【个人消费】借款主要用于个人消费,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时20分,,0,78,ztxz,HR,10,10,0,0,0,0,0,0,个人消费,男,47,已婚,本科,租用,没有,我是公司股东之一，也是公司高管，从事经济管理20年，管理公司驾轻就熟。,借款主要用于日常消费，同时建立良好的借贷关系,我月薪超过5000元，还款是没有任何困难的
2014/03/07,14:55:06,461946,0,0,0,0,0,【网商经营】用于工程资金周转,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时19分,,0,240,zzl850417,HR,10,10,0,0,0,0,0,0,网商经营,男,28,未婚,中专,租用,没有,我是做土建工程，年收入10万以上,主要为了积累信誉度，,我做土建工程，年收入10万以上，每个季度都有回款
2014/03/07,14:55:09,461947,0,0,0,0,0,【个人消费】在老家建房资金有点欠缺,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时20分,,0,132,dhqcqy,HR,10,10,0,0,0,0,0,0,个人消费,男,39,已婚,大专,自置无按揭,是,在湖南省桑植县畜牧兽医水产局上班19年，现年39岁。,现在准备在老家建房差点资金。,现在我的年工资收入在5万左右，另外在表兄的沙石场也有一些股份》
2014/03/07,14:55:11,461948,0,0,0,0,0,【实体经营】本人看了一块地需要交定金,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时21分,,0,138,lhb15389964299,HR,10,10,0,0,0,0,0,0,实体经营,男,27,未婚,高中,自置有按揭,没有,我是新疆昌吉呼图壁的,我用这笔贷款钱准备农用,我目前在单位上班！有固定工资！
2014/03/07,14:55:14,461949,0,0,0,0,0,【个人消费】需要购买手机一部,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时22分,,0,108,bmt65701111,HR,10,10,0,0,0,0,0,0,个人消费,男,34,已婚,本科,自置无按揭,没有,我是天津人，有固定工作,购买手机一部，价格在三千元左右,有固定收入，每月十号准时发工资！
2014/03/07,14:55:17,461950,1,0,0,0,0,资金周转，累计信用,5000,12,3,等额本息，每月还款,1700,100.00,借款成功,,2014/2/28,9,24,wst302,D,59,1437,3,0,0,0,1,1,,,,,,,,软件公司开发经理，有房，有车，收入还可以，但是开销也大,刚给女儿买了2万元的钢琴，为了资金周转方便以及累计信用，特此借款,每个月工资收入12000元，投资收入10000元
2014/03/07,14:55:20,461951,0,0,0,0,0,【实体经营】开年定单太多，满足不了客户，急需资金周转,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时22分,,0,102,PP928102,HR,13,10,0,0,0,0,0,0,实体经营,男,30,已婚,高中,租用,没有,我是做电视组装的，从事这个很多年了有自己的零售店，也有客户，我的产品发到有其他商店去卖，自己卖一些，,进多点配件，方便自己满足客户需求,我这产品出售快，现金结帐。每月卖出拆下来的废品都可以卖几千块。还款能力不成问题。
2014/03/07,14:55:23,461952,0,0,0,0,0,【累积信用】网贷体验，累积信用,3000,22,7,等额本息，每月还款,461,100.00,借款成功,,2014/2/28,11,216,tonglipeng,HR,16,10,1,0,0,0,0,0,,,,,,,,我是开美发店的，营业效益还不错,累积信用积分，方便以后贷款。,资金周转比较快，还款能力强。
2014/03/07,14:55:26,461953,0,0,0,0,0,【实体经营】用于公司运营和添置设备,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时23分,,0,180,pengyafei8888,HR,10,10,0,0,0,0,0,0,实体经营,男,36,已婚,中专,自置无按揭,是,创业刚刚开始 还有投资添置设备,添置设备两台gps仪器,我的业务来源国土局，都是国家项目。
2014/03/07,14:55:28,461954,0,0,0,0,0,"【个人消费】借钱来买个东西,顺便可以累计下",3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时24分,,0,114,a118047945,HR,10,10,0,0,0,0,0,0,个人消费,男,27,未婚,中专,租用,没有,"我在一家餐饮公司工作,月收入4000左右","借来买个东西,顺便可以累计下信用","我在一家餐饮公司工作,月收入4000左右"
2014/03/07,14:55:31,461955,0,0,0,0,0,【个人消费】用于家庭消费方面,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时25分,,0,126,liqi825555,E,34,10,0,0,0,0,0,0,个人消费,男,32,已婚,大专,与父母共住,没有,关于我工作已经达10年之久了，请相信本人的信誉,日常生活紧急时周转，平常个人消费,本人做红木加工和玉石雕刻，基本每月都有4千到5千
2014/03/07,14:55:33,461956,0,0,1,0,0,【个人消费】个人消费之用.永无托款,6000,13,12,等额本息，每月还款,536,0.00,投标已结束,,2014/3/3,0,4950,abc041015,D,68,368,7,20,1,1,0,1,,,,,,,,个人消费之用.永无托款,个人消费之用..........................,我有能力还上.以前借了2万多沒差过一次.顺带打个广告http://abc646106.uz.taobao.com/
2014/03/07,14:55:41,461957,0,0,0,0,0,【网贷体验】第一次当做学习一下网贷,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时26分,,0,90,cxy281911534,HR,10,10,0,0,0,0,0,0,网贷体验,男,24,未婚,大专,其他,没有,国企工薪族。没别的其他的,网上购物，消费买东西,我每月打卡工资3000多点，所以这笔钱我完全可以按时还
2014/03/07,14:55:44,461958,0,0,0,0,0,【其他】下农村收购农产品,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时27分,,0,90,ABC5201,HR,10,10,0,0,0,0,0,0,其他,男,25,已婚,初中及以下,与父母共住,没有,灌灌灌灌灌灌灌灌灌顶顶顶顶顶顶,下农村代收购农产品，，，，，,代收农产品利益稳定，货源多
2014/03/07,14:55:48,461959,1,1,0,0,0,第317次自杀=game over 2014.02.28,20000,8,6,等额本息，每月还款,3412,100.00,借款成功,,2014/2/28,49,162,kunsha1314,D,51,15463,322,0,1,1,1,1,,,,,,,,第317次自杀=game over 2014.02.28,第317次自杀=game over 2014.02.28,第317次自杀=game over 2014.02.28
2014/03/07,14:56:51,461960,0,0,0,0,0,想买个手机，差点钱，希望各位朋友帮下忙，诚信第一,3000,22,10,等额本息，每月还款,332,100.00,投标已结束,,2014/3/4,33,300,ychen66,HR,12,10,0,2,0,0,0,0,,,,,,,,网购达人，自己一年消费还是很多的,想买个苹果6 ，最近手头紧 差点钱,平时自己在兼职快递员 一个月也有2000多收入
2014/03/07,14:56:54,461961,0,0,0,0,0,【个人消费】用于支付房租等费用,3000,13,8,等额本息，每月还款,394,0.00,投标已结束,,2014/3/15,0,144,xl15110491585,HR,21,20,0,0,0,0,0,1,,,,,,,,在公司任职项目经理，负责整个项目的市场运作,支付租房的半年房租费用,目前我的月收入在3000元到5000元左右
2014/03/07,14:56:57,461962,0,0,0,0,0,【网贷体验】网贷体验，累计信誉，希望成功,3000,22,8,等额本息，每月还款,407,100.00,借款审批中,,2014/2/28,21,198,zlj197508,E,36,30,0,0,0,1,0,1,,,,,,,,我在现在的这家的公司工作了十年了，做施工队长，每个月的工资大概8000左右。 另外自己在外也承包点小工程。,目前工程资金暂时还没有到位。所以临时周转一下。,每个月都有固定收入，小包工程也没有断续，月还款5000以上没有问题
2014/03/07,14:57:00,461963,0,0,0,0,0,【实体经营】春季进货资金周转,10000,16,6,等额本息，每月还款,1745,100.00,借款成功,,2014/2/28,32,114,cibskm,C,82,51,7,0,1,1,1,1,,,,,,,,移民顾问有固定房产。,春季来了，马上换季节，需要资金周转进购1批小商品。,有固定房产和收入来源，而且还款及时。
2014/03/07,14:57:03,461964,0,0,0,0,0,【个人消费】农业贷款，购买农资,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时28分,,0,90,skwyj1314,HR,10,10,0,0,0,0,0,0,个人消费,男,25,已婚,大专,自置有按揭,没有,上班族，月薪5800，,，购买农资种植土地，交费,每年收入50W左右.种植土地
2014/03/07,14:57:06,461965,0,0,0,0,0,【个人消费】刚刚参加工作，借点钱生活开支。有借必有还！,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时29分,,0,126,luolwei1988,HR,14,10,0,0,0,0,0,0,个人消费,男,26,未婚,大专,与父母共住,没有,本人以前当过兵。现在做着销售工作。坚持诚信第一的做人原则！目前月收入在2000多。我能吃苦，每天都在努力的跑业务，同事都下班了我还在跑。我向往美好的生活，我要努力，诚信做人工作,去年生病花了很多钱，刚刚从新上班，现在身上没有钱了，这么大的人不能向父母要。借点钱生活开支。,目前每月收入2600。月开支1200
2014/03/07,14:57:08,461966,0,0,1,0,0,【网贷体验】体验是否是真的，想多贷点投资,3000,13,12,等额本息，每月还款,268,100.00,借款成功,,2014/3/5,9,102,a864942594,HR,25,20,1,0,0,0,0,1,,,,,,,,我在花卉公司上班。月薪3000元。,体验是否属实，想多贷投资,上班，每个月拿工资，有能力还。
2014/03/07,14:57:11,461967,0,0,0,0,0,【个人消费】给妹妹读大学用，学费要15000一年。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时31分,,0,126,TTGZ2020,HR,10,10,0,0,0,0,0,0,个人消费,男,33,已婚,高中,自置无按揭,没有,本人在国家单位工作，年收入有72000。因为妹妹要读大学，妈妈没钱，我才货款。,主要是用来给妹妹要读大学，妈妈没钱，我才货款。,我年收入有72000，每月可以还800至1200都没有压力。
2014/03/07,14:57:13,461968,0,0,0,0,0,【网贷体验】网贷体验 讲究信誉,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时32分,,0,96,kong23654,HR,15,10,0,0,0,0,0,0,网贷体验,男,29,离婚,中专,与父母共住,是,网贷体验 网贷体验,网贷体验 讲究信誉,我有稳定的工作收入 保证按时还款
2014/03/07,14:57:16,461969,0,0,0,0,0,【网贷体验】想要买一部新的手机 用于工作生活之便。,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时31分,,0,108,sydmci_xm,HR,13,10,0,0,0,0,0,0,网贷体验,男,23,未婚,大专,自置无按揭,没有,金融行业工作经历5年,= = 手机丢了， 想要买一部新的手机 用于工作生活之便。,月薪3000以上 底薪2000 提成每月在3000左右
2014/03/07,14:57:19,461970,0,0,0,0,0,【实体经营】资金周转，货物囤积,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时31分,,0,78,ZLS8232296,HR,10,10,0,0,0,0,0,0,实体经营,男,40,已婚,大专,自置有按揭,是,自己有商品房也买了车，店里也有收入。,主要是订单多，要为客户囤积商品。,我除了店里有收入外还在做建筑工程，有充足的资金还款。
2014/03/07,14:57:21,461971,1,1,0,0,0,第318次自杀=game over 2014.02.28,20000,8,6,等额本息，每月还款,3412,100.00,借款成功,,2014/2/28,26,84,kunsha1314,D,51,15463,322,0,1,1,1,1,,,,,,,,第317次自杀=game over 2014.02.28,第317次自杀=game over 2014.02.28,第317次自杀=game over 2014.02.28
2014/03/07,14:58:17,461972,0,0,0,0,0,【个人消费】用于个人消费方面,3000,24,8,等额本息，每月还款,410,100.00,借款审批中,,2014/2/28,23,144,aaa8226789,HR,22,20,0,0,0,0,0,1,,,,,,,,这次贷款是本人在本平台的第一次贷款，因为资金周转金不足，特向各位申请帮助，谢谢。本人是守信用的。,款项用于个人消费，为方便工作，购买电子产品,每月月收入4000以上，每月生活所需费用1000，有足够资金还贷
2014/03/07,14:58:19,461973,0,0,0,0,0,【个人消费】本人固定工资，因个人需求需要周转。,3000,22,12,等额本息，每月还款,281,100.00,投标已结束,,2014/3/3,22,120,663682736YANG,HR,11,10,0,2,0,0,0,0,,,,,,,,本人固定工作，在重庆市涪陵区华峰华工厂，月薪3100保底。,因家里面购买家具家电，,固定工作，虽然工资不高但是每月按时发工资，所以每个月还款不是问题。
2014/03/07,14:58:23,461974,0,0,0,0,0,【实体经营】我是私营业主，经营时不时面临资金周转难题，想通过拍拍贷借贷，,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时33分,,0,90,xujiajun3721369,HR,10,10,0,0,0,0,0,0,实体经营,女,29,已婚,高中,与父母共住,是,我是江苏镇江新区菱通电子散热器有限公司法人，,主要用于公司增加设备和购买原材料,还款可由公司经营销售产品来按时还款，月销售产品在20万-30万RMB，实际利润15%
2014/03/07,14:58:26,461975,1,1,0,0,0,安非安非 非常安全 第19期 14.2.28,3000,8,6,等额本息，每月还款,512,100.00,借款成功,,2014/2/28,1,168,q309283203,HR,25,549,18,0,1,1,1,0,,,,,,,,安非安非 非常安全 第19期 14.2.28,安非安非 非常安全 第19期 14.2.28,安非安非 非常安全 第19期 14.2.28
2014/03/07,14:58:32,461976,0,0,1,0,0,【累积信用】第五次借款，信用百分百！,4200,13,3,等额本息，每月还款,1431,100.00,投标已结束,,2014/2/28,13,150,mlfdyh000,HR,25,10,4,2,1,0,0,0,,,,,,,,个人国企员工，收入稳定，还款无压力，第五次借款，无不良记录！,个人消费，累计信用！增加借款额度！,个人月收入5000左右，还款无压力，希望得到支持！
2014/03/07,14:58:36,461977,0,0,0,0,0,【累积信用】网贷体验，积累信用。,3000,13,7,等额本息，每月还款,448,0.00,投标已结束,,2014/2/28,0,84,shaxiaoji,E,31,25,0,2,0,1,1,0,,,,,,,,本人工作稳定，收入稳定。,第一次网贷，积累信用。,还款主要来是工资，月收入3500左右。
2014/03/07,14:58:40,461978,0,0,0,0,0,【实体经营】用于资金周转 条件可以的话扩大经营,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时35分,,0,276,yan820110,HR,10,10,0,0,0,0,0,0,实体经营,男,29,已婚,中专,与父母共住,是,我 今年30岁 在潍坊科技学院食堂经营,用于平时资金周转 资金充足的话想扩大经营,平时每月收入都在一万左右
2014/03/07,14:58:42,461979,0,0,0,0,0,【网商经营】用于淘宝小卖家的启用资金,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时36分,,0,120,cuiyujiao,HR,11,10,0,0,0,0,0,0,网商经营,女,26,已婚,大专,自置无按揭,没有,我是一个小上班族，平时时间充足。,想用业余的时间做一点点事情，提高一下自己的收入,我和我的家人都有稳定的工资收入，因为平时时间空，想利用一些启动资金做一些事情
2014/03/07,14:58:45,461980,0,0,1,0,0,【个人消费】购买学习电子产品和参加培训课程,3000,13,12,等额本息，每月还款,268,100.00,借款成功,,2014/3/5,9,102,zpq23528288,E,27,20,1,0,0,0,0,1,,,,,,,,我是一位在上务工的外地人员，目前在一家电子加工厂工作。,准备购买一台笔记本电脑和参加培训课程,我现在的工资每月底薪为5000，月收入在7000块左右。
2014/03/07,14:58:48,461981,0,0,0,0,0,【个人消费】买手机用于给家里人打电话,3000,13,10,等额本息，每月还款,319,0.00,正在预审,8天02时36分,,0,174,gotocqhk,HR,10,10,0,0,0,0,0,0,个人消费,男,35,已婚,本科,租用,没有,诚信，有基本月收入，想给家人买手机,用手机给家里人打电话通讯,每月有固定的收入，能按时还款
2014/03/07,14:58:51,461982,0,0,0,0,0,【网贷体验】工作不好找，特此想向贵公司借点资金做点小生意。,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时39分,,0,102,guolunfa1987,HR,10,10,0,0,0,0,0,0,网贷体验,男,27,已婚,初中及以下,与父母共住,没有,我是家里的独生子，老爸是退休工人，老妈在家带小孩。家庭条件还算一般,我想做点小生意，我自己的资金还不够，,就自己还，要是我还不了的话，我就用我老爸的退休金还上这比贷款
2014/03/07,14:58:53,461983,0,0,0,0,0,【实体经营】人生第一步，，，，，，，，,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时38分,,0,192,zhaoxiaoyuer,HR,10,10,0,0,0,0,0,0,实体经营,男,23,未婚,高中,与父母共住,没有,我就是我，是颜色不一样的烟火，,自主创业，努力创业，必须创业，,创业成功还款咯，，，，，，，，
2014/03/07,14:58:56,461984,0,0,1,0,0,【网商经营】游戏点卡和游戏币的库存压货,3000,13,7,等额本息，每月还款,448,100.00,借款审批中,,2014/3/7,9,144,LXMLXM,HR,23,20,0,0,0,0,0,1,,,,,,,,从事网络游戏币和游戏点卡的销售,游戏点卡和游戏币的库存压货,网店销售和线下销售的所得来保证还款
2014/03/07,14:58:59,461985,0,0,0,0,0,【累积信用】积累信用，增加额度，重在体验,5000,20,6,等额本息，每月还款,883,100.00,投标已结束,,2014/2/28,10,72,XWL341121XWL,E,37,20,4,2,0,0,0,1,,,,,,,,我是一个个体加工户，,积累信用，增加额度，重在体验，个人消费,加工客户稳定，按季度结算，年底结清
2014/03/07,14:59:04,461986,1,1,0,0,0,安非标第五期，请放心投资,5000,8,6,等额本息，每月还款,853,100.00,借款成功,,2014/2/28,13,120,windmark818,E,26,741,5,1,1,0,1,0,,,,,,,,重点大学本科，国企工程师,站内周转，不提现，很安全,国企工程师，工作稳定，年收入15万+，有房产，汽车，多种投资。
2014/03/07,14:59:09,461987,0,0,0,0,0,【个人消费】想有一个自己的应急金库,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时39分,,0,96,lilinhao,HR,10,10,0,0,0,0,0,0,个人消费,男,24,已婚,高中,自置无按揭,没有,我25岁，在私营企业上班，每个月工资上交给老婆,个人消费，想拥有自己的应急小金库,我在私营企业上班，担任车间主任。年收入在五万到八万
2014/03/07,14:59:11,461988,0,0,0,0,0,【实体经营】我在外打工，想开个店让妻子打理,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时40分,,0,84,xs2800,HR,10,10,0,0,0,0,0,0,实体经营,男,29,已婚,大专,自置无按揭,没有,私人做水电，配合水电师傅做好工作。,在曲靖开个服装店让妻子打理,我们每天都在做活，一月可以做足26天左右，每天150元，一月3900元左右
2014/03/07,14:59:13,461989,0,0,1,0,0,【网贷体验】资金周转 个人消费,3000,13,7,等额本息，每月还款,447,100.00,借款成功,,2014/3/4,8,78,401172110a,HR,24,20,1,0,0,0,0,1,,,,,,,,我是一个私营业主 自己卖一些日用品，收入稳定,积累信用，方便以后资金周转,经营一家日用品店，收入稳定
2014/03/07,14:59:17,461990,0,0,0,0,0,【实体经营】因外面欠款无法及时回收，想借款来资金周转,3000,13,12,等额本息，每月还款,268,0.00,投标已结束,,2014/2/28,0,84,hu6637135,HR,10,10,0,1,0,0,0,0,,,,,,,,每月大概收入1到2万元，6个月银行流水是197万,因外面欠款无法及时回收，想借款来资金周转,每月大概收入1到2万元，好的话在4万左右
2014/03/07,14:59:19,461991,0,0,0,0,0,【个人消费】我想借款是为了看病,3000,13,12,等额本息，每月还款,268,0.00,正在预审,8天02时42分,,0,96,wanwenhao2003,HR,11,10,0,1,0,0,0,0,个人消费,男,26,未婚,大专,与父母共住,没有,。我自己是上班族。。。。。。,我想借款是为了看病。。,工资。。。。。。。。。。。。。
2014/03/07,14:59:23,461992,1,1,0,0,0,第319次自杀=game over 2014.02.28,10000,8,6,等额本息，每月还款,1706,100.00,借款成功,,2014/2/28,13,222,kunsha1314,D,51,15463,322,0,1,1,1,1,,,,,,,,第319次自杀=game over 2014.02.28,第319次自杀=game over 2014.02.28,第319次自杀=game over 2014.02.28
2014/03/07,15:00:20,461993,0,0,0,0,0,【个人消费】存款和提前借支的2月份工资全用于结清父亲手术费，借一个月生活,3000,13,7,等额本息，每月还款,448,0.00,正在预审,8天02时42分,,0,204,wxf2224,HR,10,10,0,0,0,0,0,0,个人消费,男,27,未婚,大专,与父母共住,是,工薪族，27岁 北方小伙，因父母退休身体不好回到成都照顾父母，跟父母住在父母退休房。,主要周转3、 4两个月的生活费，自己的存款以全部放在父亲的医疗、药品、手术费用上了，父亲患冠状动脉粥样硬化很久，年前检查医生说必须做血管支架手术，至少要放8个支架将血管撑开，保证血液正常流通不堵塞。,本人每月8日发薪，月工资4000元。
2014/03/07,15:00:23,461994,0,0,1,0,0,【实体经营】修理厂运转资金，希望朋友们大力支持,3500,13,6,等额本息，每月还款,606,100.00,投标已结束,,2014/2/28,10,252,haohonggang666,E,31,20,2,2,1,1,0,0,,,,,,,,我自己有两个汽车修理厂，都是在当地比较有名气的。,修理厂资金运转，最主要是提高在咱们拍拍贷的信用度。,两个汽车修理厂，月收入6-8万，信用绝对没问题，绝不拖延一天
2014/03/07,15:00:27,461995,0,0,1,0,0,【实体经营】资金周转，累积信用,3000,13,7,等额本息，每月还款,447,100.00,借款成功,,2014/3/4,10,156,faz486543,E,26,20,1,1,0,0,0,1,,,,,,,,公务员、固定工作，稳定收入。另有一加工厂，收入可观,一方面是资金周转，另一方面是累积性用,公务员，稳定工作、收入。加工厂每月纯利润8000以上
